State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Crop_original
andaman and nicobar islands,nicobars,2000,kharif,arecanut,1254.0,2000.0,Arecanut
andaman and nicobar islands,nicobars,2000,kharif,other kharif pulses,2.0,1.0,Other Kharif pulses
andaman and nicobar islands,nicobars,2000,kharif,rice,102.0,321.0,Rice
andaman and nicobar islands,nicobars,2000,whole year,banana,176.0,641.0,Banana
andaman and nicobar islands,nicobars,2000,whole year,cashewnut,720.0,165.0,Cashewnut
andaman and nicobar islands,nicobars,2000,whole year,coconut,18168.0,65100000.0,Coconut 
andaman and nicobar islands,nicobars,2000,whole year,dry ginger,36.0,100.0,Dry ginger
andaman and nicobar islands,nicobars,2000,whole year,sugarcane,1.0,2.0,Sugarcane
andaman and nicobar islands,nicobars,2000,whole year,sweet potato,5.0,15.0,Sweet potato
andaman and nicobar islands,nicobars,2000,whole year,tapioca,40.0,169.0,Tapioca
andaman and nicobar islands,nicobars,2001,kharif,arecanut,1254.0,2061.0,Arecanut
andaman and nicobar islands,nicobars,2001,kharif,other kharif pulses,2.0,1.0,Other Kharif pulses
andaman and nicobar islands,nicobars,2001,kharif,rice,83.0,300.0,Rice
andaman and nicobar islands,nicobars,2001,whole year,cashewnut,719.0,192.0,Cashewnut
andaman and nicobar islands,nicobars,2001,whole year,coconut,18190.0,64430000.0,Coconut 
andaman and nicobar islands,nicobars,2001,whole year,dry ginger,46.0,100.0,Dry ginger
andaman and nicobar islands,nicobars,2001,whole year,sugarcane,1.0,1.0,Sugarcane
andaman and nicobar islands,nicobars,2001,whole year,sweet potato,11.0,33.0,Sweet potato
andaman and nicobar islands,nicobars,2002,kharif,rice,189.2,510.84,Rice
andaman and nicobar islands,nicobars,2002,whole year,arecanut,1258.0,2083.0,Arecanut
andaman and nicobar islands,nicobars,2002,whole year,banana,213.0,1278.0,Banana
andaman and nicobar islands,nicobars,2002,whole year,black pepper,63.0,13.5,Black pepper
andaman and nicobar islands,nicobars,2002,whole year,cashewnut,719.0,208.0,Cashewnut
andaman and nicobar islands,nicobars,2002,whole year,coconut,18240.0,67490000.0,Coconut 
andaman and nicobar islands,nicobars,2002,whole year,dry chillies,413.0,28.8,Dry chillies
andaman and nicobar islands,nicobars,2002,whole year,dry ginger,47.3,133.0,Dry ginger
andaman and nicobar islands,nicobars,2002,whole year,sugarcane,5.0,40.0,Sugarcane
andaman and nicobar islands,nicobars,2003,kharif,rice,52.0,90.17,Rice
andaman and nicobar islands,nicobars,2003,whole year,arecanut,1261.0,1525.0,Arecanut
andaman and nicobar islands,nicobars,2003,whole year,banana,266.0,1763.0,Banana
andaman and nicobar islands,nicobars,2003,whole year,black pepper,75.5,15.86,Black pepper
andaman and nicobar islands,nicobars,2003,whole year,cashewnut,717.0,208.5,Cashewnut
andaman and nicobar islands,nicobars,2003,whole year,coconut,18284.74,68580000.0,Coconut 
andaman and nicobar islands,nicobars,2003,whole year,dry chillies,60.0,102.0,Dry chillies
andaman and nicobar islands,nicobars,2003,whole year,dry ginger,102.0,326.4,Dry ginger
andaman and nicobar islands,nicobars,2003,whole year,other oilseeds,4.2,0.3,other oilseeds
andaman and nicobar islands,nicobars,2004,kharif,rice,52.94,72.57,Rice
andaman and nicobar islands,nicobars,2004,whole year,arecanut,1264.7,805.85,Arecanut
andaman and nicobar islands,nicobars,2004,whole year,banana,66.42,404.12,Banana
andaman and nicobar islands,nicobars,2004,whole year,black pepper,85.0,15.86,Black pepper
andaman and nicobar islands,nicobars,2004,whole year,cashewnut,683.5,197.9,Cashewnut
andaman and nicobar islands,nicobars,2004,whole year,coconut,18394.7,52380000.0,Coconut 
andaman and nicobar islands,nicobars,2004,whole year,dry chillies,60.0,145.2,Dry chillies
andaman and nicobar islands,nicobars,2004,whole year,dry ginger,118.0,366.0,Dry ginger
andaman and nicobar islands,nicobars,2004,whole year,other oilseeds,1.0,0.11,other oilseeds
andaman and nicobar islands,nicobars,2005,kharif,rice,2.09,12.06,Rice
andaman and nicobar islands,nicobars,2005,whole year,arecanut,795.67,0.0,Arecanut
andaman and nicobar islands,nicobars,2005,whole year,banana,22.0,582.0,Banana
andaman and nicobar islands,nicobars,2005,whole year,black pepper,41.0,0.1,Black pepper
andaman and nicobar islands,nicobars,2005,whole year,cashewnut,450.0,55.8,Cashewnut
andaman and nicobar islands,nicobars,2005,whole year,coconut,13876.57,52030000.0,Coconut 
andaman and nicobar islands,nicobars,2005,whole year,dry chillies,17.0,0.0,Dry chillies
andaman and nicobar islands,nicobars,2005,whole year,turmeric,10.0,70.0,Turmeric
andaman and nicobar islands,nicobars,2006,whole year,arecanut,896.0,477.6,Arecanut
andaman and nicobar islands,nicobars,2006,whole year,banana,198.0,976.0,Banana
andaman and nicobar islands,nicobars,2006,whole year,black pepper,22.16,0.68,Black pepper
andaman and nicobar islands,nicobars,2006,whole year,cashewnut,450.0,85.13,Cashewnut
andaman and nicobar islands,nicobars,2006,whole year,coconut,14358.0,59370000.0,Coconut 
andaman and nicobar islands,nicobars,2006,whole year,dry chillies,3.0,9.0,Dry chillies
andaman and nicobar islands,nicobars,2006,whole year,dry ginger,6.0,21.0,Dry ginger
andaman and nicobar islands,nicobars,2006,whole year,sugarcane,0.2,0.5,Sugarcane
andaman and nicobar islands,nicobars,2006,whole year,sweet potato,18.0,86.0,Sweet potato
andaman and nicobar islands,nicobars,2006,whole year,tapioca,52.03,450.0,Tapioca
andaman and nicobar islands,nicobars,2006,whole year,turmeric,2.5,1.03,Turmeric
andaman and nicobar islands,nicobars,2010,autumn,rice,3.5,10.0,Rice
andaman and nicobar islands,nicobars,2010,autumn,sugarcane,13.4,41.75,Sugarcane
andaman and nicobar islands,nicobars,2010,rabi,arecanut,944.0,1610.0,Arecanut
andaman and nicobar islands,nicobars,2010,rabi,black pepper,23.0,8.5,Black pepper
andaman and nicobar islands,nicobars,2010,rabi,cashewnut,1000.5,260.5,Cashewnut
andaman and nicobar islands,nicobars,2010,rabi,dry chillies,12.0,25.0,Dry chillies
andaman and nicobar islands,nicobars,2010,rabi,dry ginger,7.0,9.64,Dry ginger
andaman and nicobar islands,nicobars,2010,rabi,maize,3.84,18.22,Maize
andaman and nicobar islands,nicobars,2010,rabi,mung bean,1.5,1.1,Moong(Green Gram)
andaman and nicobar islands,nicobars,2010,rabi,sweet potato,22.0,208.0,Sweet potato
andaman and nicobar islands,nicobars,2010,rabi,turmeric,2.0,0.5,Turmeric
andaman and nicobar islands,nicobars,2010,rabi,urad,1.5,1.16,Urad
andaman and nicobar islands,nicobars,2010,whole year,banana,593.0,3425.0,Banana
andaman and nicobar islands,nicobars,2010,whole year,coconut,14560.0,71300000.0,Coconut 
andaman and nicobar islands,nicobars,2010,whole year,tapioca,69.0,575.0,Tapioca
andaman and nicobar islands,north and middle andaman,2000,kharif,arecanut,3100.0,5200.0,Arecanut
andaman and nicobar islands,north and middle andaman,2000,kharif,other kharif pulses,668.0,448.0,Other Kharif pulses
andaman and nicobar islands,north and middle andaman,2000,kharif,rice,10779.0,31863.0,Rice
andaman and nicobar islands,north and middle andaman,2000,whole year,banana,1531.0,12073.0,Banana
andaman and nicobar islands,north and middle andaman,2000,whole year,cashewnut,80.0,54.0,Cashewnut
andaman and nicobar islands,north and middle andaman,2000,whole year,coconut,6992.0,23900000.0,Coconut 
andaman and nicobar islands,north and middle andaman,2000,whole year,dry ginger,352.0,1120.0,Dry ginger
andaman and nicobar islands,north and middle andaman,2000,whole year,other oilseeds,133.0,55.0,other oilseeds
andaman and nicobar islands,north and middle andaman,2000,whole year,sugarcane,141.0,3736.0,Sugarcane
andaman and nicobar islands,north and middle andaman,2000,whole year,sweet potato,78.0,843.0,Sweet potato
andaman and nicobar islands,north and middle andaman,2000,whole year,tapioca,160.0,2108.0,Tapioca
andaman and nicobar islands,north and middle andaman,2001,kharif,arecanut,3100.0,5239.0,Arecanut
andaman and nicobar islands,north and middle andaman,2001,kharif,other kharif pulses,418.0,199.0,Other Kharif pulses
andaman and nicobar islands,north and middle andaman,2001,kharif,rice,9718.0,27033.0,Rice
andaman and nicobar islands,north and middle andaman,2001,whole year,cashewnut,81.0,33.0,Cashewnut
andaman and nicobar islands,north and middle andaman,2001,whole year,coconut,7015.0,25250000.0,Coconut 
andaman and nicobar islands,north and middle andaman,2001,whole year,dry ginger,344.0,1124.0,Dry ginger
andaman and nicobar islands,north and middle andaman,2001,whole year,sugarcane,81.0,2379.0,Sugarcane
andaman and nicobar islands,north and middle andaman,2001,whole year,sweet potato,100.0,5.0,Sweet potato
andaman and nicobar islands,north and middle andaman,2006,kharif,rice,6854.3,18995.62,Rice
andaman and nicobar islands,north and middle andaman,2006,whole year,arecanut,1160.0,3011.7,Arecanut
andaman and nicobar islands,north and middle andaman,2006,whole year,banana,957.57,8582.0,Banana
andaman and nicobar islands,north and middle andaman,2006,whole year,black pepper,175.0,191.14,Black pepper
andaman and nicobar islands,north and middle andaman,2006,whole year,cashewnut,40.5,44.0,Cashewnut
andaman and nicobar islands,north and middle andaman,2006,whole year,coconut,3575.0,15400000.0,Coconut 
andaman and nicobar islands,north and middle andaman,2006,whole year,dry chillies,235.72,824.3,Dry chillies
andaman and nicobar islands,north and middle andaman,2006,whole year,dry ginger,98.66,929.0,Dry ginger
andaman and nicobar islands,north and middle andaman,2006,whole year,other oilseeds,35.62,21.4,other oilseeds
andaman and nicobar islands,north and middle andaman,2006,whole year,sugarcane,71.3,1500.0,Sugarcane
andaman and nicobar islands,north and middle andaman,2006,whole year,sweet potato,30.0,240.0,Sweet potato
andaman and nicobar islands,north and middle andaman,2006,whole year,tapioca,255.0,1420.0,Tapioca
andaman and nicobar islands,north and middle andaman,2006,whole year,turmeric,68.0,408.0,Turmeric
andaman and nicobar islands,north and middle andaman,2010,autumn,rice,6791.0,20118.0,Rice
andaman and nicobar islands,north and middle andaman,2010,autumn,sugarcane,73.33,889.2,Sugarcane
andaman and nicobar islands,north and middle andaman,2010,rabi,arecanut,1296.0,2290.0,Arecanut
andaman and nicobar islands,north and middle andaman,2010,rabi,pigeon peas,294.5,90.8,Arhar/Tur
andaman and nicobar islands,north and middle andaman,2010,rabi,black pepper,168.0,13.5,Black pepper
andaman and nicobar islands,north and middle andaman,2010,rabi,cashewnut,84.5,39.0,Cashewnut
andaman and nicobar islands,north and middle andaman,2010,rabi,dry chillies,254.0,402.0,Dry chillies
andaman and nicobar islands,north and middle andaman,2010,rabi,dry ginger,110.0,1011.84,Dry ginger
andaman and nicobar islands,north and middle andaman,2010,rabi,groundnut,4.75,6.8,Groundnut
andaman and nicobar islands,north and middle andaman,2010,rabi,maize,86.7,96.4,Maize
andaman and nicobar islands,north and middle andaman,2010,rabi,mung bean,1168.6,556.55,Moong(Green Gram)
andaman and nicobar islands,north and middle andaman,2010,rabi,sunflower,2.9,1.9,Sunflower
andaman and nicobar islands,north and middle andaman,2010,rabi,sweet potato,109.0,480.0,Sweet potato
andaman and nicobar islands,north and middle andaman,2010,rabi,turmeric,68.0,376.5,Turmeric
andaman and nicobar islands,north and middle andaman,2010,rabi,urad,1059.5,458.79,Urad
andaman and nicobar islands,north and middle andaman,2010,whole year,banana,657.0,7968.0,Banana
andaman and nicobar islands,north and middle andaman,2010,whole year,coconut,3668.0,12700000.0,Coconut 
andaman and nicobar islands,north and middle andaman,2010,whole year,tapioca,186.5,1355.0,Tapioca
andaman and nicobar islands,south andamans,2002,kharif,rice,10695.8,31600.82,Rice
andaman and nicobar islands,south andamans,2002,whole year,arecanut,3105.0,5267.0,Arecanut
andaman and nicobar islands,south andamans,2002,whole year,banana,1524.0,10882.0,Banana
andaman and nicobar islands,south andamans,2002,whole year,black pepper,487.0,102.5,Black pepper
andaman and nicobar islands,south andamans,2002,whole year,cashewnut,81.0,24.0,Cashewnut
andaman and nicobar islands,south andamans,2002,whole year,coconut,7060.0,26830000.0,Coconut 
andaman and nicobar islands,south andamans,2002,whole year,dry chillies,239.0,20.9,Dry chillies
andaman and nicobar islands,south andamans,2002,whole year,dry ginger,352.0,1145.0,Dry ginger
andaman and nicobar islands,south andamans,2002,whole year,other oilseeds,85.1,40.31,other oilseeds
andaman and nicobar islands,south andamans,2002,whole year,sugarcane,455.0,13760.0,Sugarcane
andaman and nicobar islands,south andamans,2003,kharif,rice,10509.37,30760.7,Rice
andaman and nicobar islands,south andamans,2003,whole year,arecanut,3118.0,5182.0,Arecanut
andaman and nicobar islands,south andamans,2003,whole year,banana,1530.0,11558.0,Banana
andaman and nicobar islands,south andamans,2003,whole year,black pepper,497.0,104.37,Black pepper
andaman and nicobar islands,south andamans,2003,whole year,cashewnut,116.5,26.14,Cashewnut
andaman and nicobar islands,south andamans,2003,whole year,coconut,7110.0,26660000.0,Coconut 
andaman and nicobar islands,south andamans,2003,whole year,dry chillies,340.0,578.0,Dry chillies
andaman and nicobar islands,south andamans,2003,whole year,dry ginger,406.0,1299.2,Dry ginger
andaman and nicobar islands,south andamans,2003,whole year,other oilseeds,82.09,35.51,other oilseeds
andaman and nicobar islands,south andamans,2003,whole year,sugarcane,268.0,2879.52,Sugarcane
andaman and nicobar islands,south andamans,2004,kharif,rice,10681.98,29119.66,Rice
andaman and nicobar islands,south andamans,2004,whole year,arecanut,3160.67,3975.2,Arecanut
andaman and nicobar islands,south andamans,2004,whole year,banana,1912.1,17374.4,Banana
andaman and nicobar islands,south andamans,2004,whole year,black pepper,570.0,104.36,Black pepper
andaman and nicobar islands,south andamans,2004,whole year,cashewnut,116.5,25.1,Cashewnut
andaman and nicobar islands,south andamans,2004,whole year,coconut,7156.7,34750000.0,Coconut 
andaman and nicobar islands,south andamans,2004,whole year,dry chillies,340.0,822.8,Dry chillies
andaman and nicobar islands,south andamans,2004,whole year,dry ginger,410.0,1462.0,Dry ginger
andaman and nicobar islands,south andamans,2004,whole year,other oilseeds,89.3,46.5,other oilseeds
andaman and nicobar islands,south andamans,2004,whole year,sugarcane,145.26,1560.0,Sugarcane
andaman and nicobar islands,south andamans,2005,kharif,rice,8683.38,25870.98,Rice
andaman and nicobar islands,south andamans,2005,whole year,arecanut,3250.78,3058.46,Arecanut
andaman and nicobar islands,south andamans,2005,whole year,banana,1656.8,10251.13,Banana
andaman and nicobar islands,south andamans,2005,whole year,black pepper,656.45,35.95,Black pepper
andaman and nicobar islands,south andamans,2005,whole year,cashewnut,118.5,30.22,Cashewnut
andaman and nicobar islands,south andamans,2005,whole year,coconut,7050.45,26430000.0,Coconut 
andaman and nicobar islands,south andamans,2005,whole year,dry chillies,370.7,877.6,Dry chillies
andaman and nicobar islands,south andamans,2005,whole year,dry ginger,200.0,1800.0,Dry ginger
andaman and nicobar islands,south andamans,2005,whole year,other oilseeds,53.55,34.2,other oilseeds
andaman and nicobar islands,south andamans,2005,whole year,sugarcane,128.02,2448.2,Sugarcane
andaman and nicobar islands,south andamans,2005,whole year,sweet potato,131.9,700.35,Sweet potato
andaman and nicobar islands,south andamans,2005,whole year,tapioca,254.5,1480.0,Tapioca
andaman and nicobar islands,south andamans,2005,whole year,turmeric,81.7,572.0,Turmeric
andaman and nicobar islands,south andamans,2006,kharif,rice,921.87,2539.64,Rice
andaman and nicobar islands,south andamans,2006,whole year,arecanut,2000.0,2350.0,Arecanut
andaman and nicobar islands,south andamans,2006,whole year,banana,483.0,4150.0,Banana
andaman and nicobar islands,south andamans,2006,whole year,black pepper,413.1,20.18,Black pepper
andaman and nicobar islands,south andamans,2006,whole year,cashewnut,79.5,26.0,Cashewnut
andaman and nicobar islands,south andamans,2006,whole year,coconut,3483.09,14190000.0,Coconut 
andaman and nicobar islands,south andamans,2006,whole year,dry chillies,124.6,34.7,Dry chillies
andaman and nicobar islands,south andamans,2006,whole year,dry ginger,100.9,900.0,Dry ginger
andaman and nicobar islands,south andamans,2006,whole year,other oilseeds,24.0,14.98,other oilseeds
andaman and nicobar islands,south andamans,2006,whole year,sugarcane,53.5,999.5,Sugarcane
andaman and nicobar islands,south andamans,2006,whole year,sweet potato,30.4,220.0,Sweet potato
andaman and nicobar islands,south andamans,2006,whole year,tapioca,40.0,160.0,Tapioca
andaman and nicobar islands,south andamans,2006,whole year,turmeric,10.0,60.0,Turmeric
andaman and nicobar islands,south andamans,2010,autumn,rice,1595.5,3788.0,Rice
andaman and nicobar islands,south andamans,2010,autumn,sugarcane,67.5,402.0,Sugarcane
andaman and nicobar islands,south andamans,2010,rabi,arecanut,1912.0,1900.0,Arecanut
andaman and nicobar islands,south andamans,2010,rabi,pigeon peas,20.5,13.2,Arhar/Tur
andaman and nicobar islands,south andamans,2010,rabi,black pepper,409.0,98.0,Black pepper
andaman and nicobar islands,south andamans,2010,rabi,cashewnut,15.0,10.5,Cashewnut
andaman and nicobar islands,south andamans,2010,rabi,dry chillies,128.0,148.0,Dry chillies
andaman and nicobar islands,south andamans,2010,rabi,dry ginger,94.0,828.52,Dry ginger
andaman and nicobar islands,south andamans,2010,rabi,groundnut,15.5,7.6,Groundnut
andaman and nicobar islands,south andamans,2010,rabi,maize,73.0,253.0,Maize
andaman and nicobar islands,south andamans,2010,rabi,mung bean,29.9,17.85,Moong(Green Gram)
andaman and nicobar islands,south andamans,2010,rabi,sunflower,1.0,0.5,Sunflower
andaman and nicobar islands,south andamans,2010,rabi,sweet potato,32.0,235.0,Sweet potato
andaman and nicobar islands,south andamans,2010,rabi,turmeric,10.0,105.0,Turmeric
andaman and nicobar islands,south andamans,2010,rabi,urad,34.0,15.05,Urad
andaman and nicobar islands,south andamans,2010,whole year,banana,360.0,5517.0,Banana
andaman and nicobar islands,south andamans,2010,whole year,coconut,3540.0,11000000.0,Coconut 
andaman and nicobar islands,south andamans,2010,whole year,tapioca,22.5,220.0,Tapioca
andhra pradesh,anantapur,1997,kharif,pigeon peas,21400.0,2600.0,Arhar/Tur
andhra pradesh,anantapur,1997,kharif,bajra,1400.0,500.0,Bajra
andhra pradesh,anantapur,1997,kharif,castor seed,1000.0,100.0,Castor seed
andhra pradesh,anantapur,1997,kharif,cotton,7300.0,9400.0,Cotton(lint)
andhra pradesh,anantapur,1997,kharif,dry chillies,3700.0,7100.0,Dry chillies
andhra pradesh,anantapur,1997,kharif,groundnut,650800.0,228400.0,Groundnut
andhra pradesh,anantapur,1997,kharif,horse-gram,3300.0,1000.0,Horse-gram
andhra pradesh,anantapur,1997,kharif,jowar,10100.0,10200.0,Jowar
andhra pradesh,anantapur,1997,kharif,korra,2200.0,700.0,Korra
andhra pradesh,anantapur,1997,kharif,maize,2800.0,4900.0,Maize
andhra pradesh,anantapur,1997,kharif,mung bean,1300.0,500.0,Moong(Green Gram)
andhra pradesh,anantapur,1997,kharif,other kharif pulses,800.0,100.0,Other Kharif pulses
andhra pradesh,anantapur,1997,kharif,ragi,6700.0,11800.0,Ragi
andhra pradesh,anantapur,1997,kharif,rice,35600.0,75400.0,Rice
andhra pradesh,anantapur,1997,kharif,sugarcane,700.0,72900.0,Sugarcane
andhra pradesh,anantapur,1997,kharif,sunflower,35900.0,11100.0,Sunflower
andhra pradesh,anantapur,1997,kharif,tobacco,200.0,200.0,Tobacco
andhra pradesh,anantapur,1997,rabi,dry chillies,100.0,100.0,Dry chillies
andhra pradesh,anantapur,1997,rabi,chickpea,28000.0,14800.0,Gram
andhra pradesh,anantapur,1997,rabi,groundnut,20200.0,21700.0,Groundnut
andhra pradesh,anantapur,1997,rabi,horse-gram,600.0,200.0,Horse-gram
andhra pradesh,anantapur,1997,rabi,jowar,18800.0,9400.0,Jowar
andhra pradesh,anantapur,1997,rabi,korra,100.0,100.0,Korra
andhra pradesh,anantapur,1997,rabi,maize,600.0,2400.0,Maize
andhra pradesh,anantapur,1997,rabi,ragi,600.0,1000.0,Ragi
andhra pradesh,anantapur,1997,rabi,rice,18000.0,37300.0,Rice
andhra pradesh,anantapur,1997,rabi,sunflower,30100.0,11100.0,Sunflower
andhra pradesh,anantapur,1997,rabi,wheat,300.0,200.0,Wheat
andhra pradesh,anantapur,1998,kharif,pigeon peas,27400.0,9100.0,Arhar/Tur
andhra pradesh,anantapur,1998,kharif,bajra,2600.0,1900.0,Bajra
andhra pradesh,anantapur,1998,kharif,castor seed,3200.0,1000.0,Castor seed
andhra pradesh,anantapur,1998,kharif,cotton,14000.0,12900.0,Cotton(lint)
andhra pradesh,anantapur,1998,kharif,dry chillies,4000.0,10000.0,Dry chillies
andhra pradesh,anantapur,1998,kharif,groundnut,755200.0,867800.0,Groundnut
andhra pradesh,anantapur,1998,kharif,horse-gram,2300.0,900.0,Horse-gram
andhra pradesh,anantapur,1998,kharif,jowar,3700.0,5800.0,Jowar
andhra pradesh,anantapur,1998,kharif,korra,4600.0,3400.0,Korra
andhra pradesh,anantapur,1998,kharif,maize,3300.0,6700.0,Maize
andhra pradesh,anantapur,1998,kharif,mung bean,2100.0,1300.0,Moong(Green Gram)
andhra pradesh,anantapur,1998,kharif,other kharif pulses,2000.0,300.0,Other Kharif pulses
andhra pradesh,anantapur,1998,kharif,ragi,7000.0,14900.0,Ragi
andhra pradesh,anantapur,1998,kharif,rice,38300.0,96800.0,Rice
andhra pradesh,anantapur,1998,kharif,sunflower,21300.0,12200.0,Sunflower
andhra pradesh,anantapur,1998,rabi,dry chillies,200.0,200.0,Dry chillies
andhra pradesh,anantapur,1998,rabi,chickpea,26200.0,25900.0,Gram
andhra pradesh,anantapur,1998,rabi,groundnut,25900.0,35800.0,Groundnut
andhra pradesh,anantapur,1998,rabi,horse-gram,700.0,500.0,Horse-gram
andhra pradesh,anantapur,1998,rabi,jowar,14800.0,22100.0,Jowar
andhra pradesh,anantapur,1998,rabi,maize,300.0,1600.0,Maize
andhra pradesh,anantapur,1998,rabi,ragi,700.0,1200.0,Ragi
andhra pradesh,anantapur,1998,rabi,rice,26600.0,63900.0,Rice
andhra pradesh,anantapur,1998,rabi,sunflower,13500.0,3300.0,Sunflower
andhra pradesh,anantapur,1998,rabi,wheat,400.0,200.0,Wheat
andhra pradesh,anantapur,1998,whole year,sugarcane,700.0,65900.0,Sugarcane
andhra pradesh,anantapur,1998,whole year,tobacco,100.0,100.0,Tobacco
andhra pradesh,anantapur,1999,kharif,bajra,1635.0,889.0,Bajra
andhra pradesh,anantapur,1999,kharif,castor seed,1880.0,355.0,Castor seed
andhra pradesh,anantapur,1999,kharif,cotton,9453.0,10510.0,Cotton(lint)
andhra pradesh,anantapur,1999,kharif,groundnut,694865.0,249457.0,Groundnut
andhra pradesh,anantapur,1999,kharif,horse-gram,1762.0,495.0,Horse-gram
andhra pradesh,anantapur,1999,kharif,jowar,11131.0,14582.0,Jowar
andhra pradesh,anantapur,1999,kharif,maize,3358.0,9540.0,Maize
andhra pradesh,anantapur,1999,kharif,lentil,23117.0,3861.0,Masoor
andhra pradesh,anantapur,1999,kharif,mung bean,1546.0,1098.0,Moong(Green Gram)
andhra pradesh,anantapur,1999,kharif,ragi,6215.0,11467.0,Ragi
andhra pradesh,anantapur,1999,kharif,rice,37991.0,105082.0,Rice
andhra pradesh,anantapur,1999,kharif,sesamum,8.0,2.0,Sesamum
andhra pradesh,anantapur,1999,kharif,urad,4.0,2.0,Urad
andhra pradesh,anantapur,1999,rabi,bajra,99.0,54.0,Bajra
andhra pradesh,anantapur,1999,rabi,chickpea,26835.0,9365.0,Gram
andhra pradesh,anantapur,1999,rabi,groundnut,21785.0,25358.0,Groundnut
andhra pradesh,anantapur,1999,rabi,horse-gram,1071.0,327.0,Horse-gram
andhra pradesh,anantapur,1999,rabi,jowar,21487.0,30576.0,Jowar
andhra pradesh,anantapur,1999,rabi,linseed,12.0,1.0,Linseed
andhra pradesh,anantapur,1999,rabi,maize,455.0,2203.0,Maize
andhra pradesh,anantapur,1999,rabi,lentil,98.0,10.0,Masoor
andhra pradesh,anantapur,1999,rabi,mung bean,1.0,1.0,Moong(Green Gram)
andhra pradesh,anantapur,1999,rabi,ragi,734.0,1180.0,Ragi
andhra pradesh,anantapur,1999,rabi,rice,20258.0,45669.0,Rice
andhra pradesh,anantapur,1999,rabi,safflower,881.0,145.0,Safflower
andhra pradesh,anantapur,1999,rabi,sesamum,10.0,2.0,Sesamum
andhra pradesh,anantapur,1999,rabi,wheat,439.0,294.0,Wheat
andhra pradesh,anantapur,1999,whole year,dry chillies,5199.0,5759.0,Dry chillies
andhra pradesh,anantapur,1999,whole year,onion,1770.0,32364.0,Onion
andhra pradesh,anantapur,1999,whole year,sugarcane,884.0,83126.0,Sugarcane
andhra pradesh,anantapur,2000,kharif,pigeon peas,30693.0,7888.0,Arhar/Tur
andhra pradesh,anantapur,2000,kharif,bajra,2477.0,1449.0,Bajra
andhra pradesh,anantapur,2000,kharif,castor seed,9315.0,2831.0,Castor seed
andhra pradesh,anantapur,2000,kharif,cotton,12025.0,16128.0,Cotton(lint)
andhra pradesh,anantapur,2000,kharif,dry chillies,3755.0,10146.0,Dry chillies
andhra pradesh,anantapur,2000,kharif,chickpea,21.0,14.0,Gram
andhra pradesh,anantapur,2000,kharif,groundnut,791559.0,884963.0,Groundnut
andhra pradesh,anantapur,2000,kharif,horse-gram,601.0,215.0,Horse-gram
andhra pradesh,anantapur,2000,kharif,jowar,5071.0,14351.0,Jowar
andhra pradesh,anantapur,2000,kharif,korra,1626.0,1143.0,Korra
andhra pradesh,anantapur,2000,kharif,maize,3475.0,9049.0,Maize
andhra pradesh,anantapur,2000,kharif,mung bean,1744.0,774.0,Moong(Green Gram)
andhra pradesh,anantapur,2000,kharif,onion,1103.0,15470.0,Onion
andhra pradesh,anantapur,2000,kharif,other kharif pulses,3167.0,559.0,Other Kharif pulses
andhra pradesh,anantapur,2000,kharif,other misc. pulses,1292.0,214.0,other misc. pulses
andhra pradesh,anantapur,2000,kharif,ragi,6613.0,16923.0,Ragi
andhra pradesh,anantapur,2000,kharif,rice,39905.0,117680.0,Rice
andhra pradesh,anantapur,2000,kharif,samai,21.0,5.0,Samai
andhra pradesh,anantapur,2000,kharif,sesamum,5.0,1.0,Sesamum
andhra pradesh,anantapur,2000,kharif,small millets,1647.0,1148.0,Small millets
andhra pradesh,anantapur,2000,kharif,sunflower,30606.0,24590.0,Sunflower
andhra pradesh,anantapur,2000,kharif,urad,135.0,8.0,Urad
andhra pradesh,anantapur,2000,rabi,pigeon peas,35.0,9.0,Arhar/Tur
andhra pradesh,anantapur,2000,rabi,bajra,317.0,185.0,Bajra
andhra pradesh,anantapur,2000,rabi,dry chillies,71.0,81.0,Dry chillies
andhra pradesh,anantapur,2000,rabi,chickpea,33858.0,22685.0,Gram
andhra pradesh,anantapur,2000,rabi,groundnut,23048.0,23832.0,Groundnut
andhra pradesh,anantapur,2000,rabi,horse-gram,377.0,80.0,Horse-gram
andhra pradesh,anantapur,2000,rabi,jowar,15242.0,16980.0,Jowar
andhra pradesh,anantapur,2000,rabi,korra,96.0,67.0,Korra
andhra pradesh,anantapur,2000,rabi,linseed,8.0,2.0,Linseed
andhra pradesh,anantapur,2000,rabi,maize,399.0,2148.0,Maize
andhra pradesh,anantapur,2000,rabi,onion,482.0,11514.0,Onion
andhra pradesh,anantapur,2000,rabi,ragi,909.0,1312.0,Ragi
andhra pradesh,anantapur,2000,rabi,rice,22099.0,57236.0,Rice
andhra pradesh,anantapur,2000,rabi,safflower,703.0,129.0,Safflower
andhra pradesh,anantapur,2000,rabi,small millets,96.0,67.0,Small millets
andhra pradesh,anantapur,2000,rabi,urad,363.0,292.0,Urad
andhra pradesh,anantapur,2000,rabi,wheat,520.0,297.0,Wheat
andhra pradesh,anantapur,2000,whole year,arecanut,252.0,696.0,Arecanut
andhra pradesh,anantapur,2000,whole year,banana,769.0,11693.0,Banana
andhra pradesh,anantapur,2000,whole year,coconut,908.0,3896970.0,Coconut 
andhra pradesh,anantapur,2000,whole year,coriander,8953.0,2266.0,Coriander
